"Service Request Number","Service Request Type","City Department","Created Date","Method Received","Status","Location","X_Value","Y_Value","Latitude","Longitude","Latitude/Longitude","ZIP Code","Council District","Police Precinct","Community Reporting Area"
"25-00052438","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/24/2025 08:39:03 PM","Find It Fix It Apps","Closed","794 29TH AVE E, SEATTLE, WA 98112","1280014.23642551","231710.928161707","47.62584277","-122.29494739","POINT (-122.29494739 47.62584277)","98112","3","EAST","MONTLAKE/PORTAGE BAY"
"25-00050935","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/23/2025 03:49:12 PM","Find It Fix It Apps","Closed","6645 E GREEN LAKE WAY N, SEATTLE, WA 98103","1271407.42040142","251028.269623045","47.67833751","-122.33136848","POINT (-122.33136848 47.67833751)","98103","6","NORTH","GREEN LAKE"
"25-00050936","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/23/2025 03:51:09 PM","Find It Fix It Apps","Closed","6923 E GREEN LAKE WAY N, SEATTLE, WA 98115","1272589.44483939","251170.787688949","47.67879112","-122.32658234","POINT (-122.32658234 47.67879112)","98115","6","NORTH","GREEN LAKE"
"25-00056307","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/27/2025 02:26:13 PM","Find It Fix It Apps","Closed","5255 FAUNTLEROY WAY SW, SEATTLE, WA 98136","1258067.2081836","205989.410882488","47.55416431","-122.38183163","POINT (-122.38183163 47.55416431)","98136","1","SOUTHWEST","WEST SEATTLE JUNCTION/GENESEE HILL"
"25-00060133","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/03/2025 02:23:14 PM","Citizen Web Intake App","Closed","4554 NE 41ST ST, SEATTLE, WA 98105","1284438.3238892","243778.262398841","47.65914832","-122.27792827","POINT (-122.27792827 47.65914832)","98105","4","NORTH","LAURELHURST/SAND POINT"
"25-00054091","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/26/2025 07:52:13 AM","Citizen Web Intake App","Closed","1000 E PINE ST, SEATTLE, WA 98122","1273909.04069792","228619.302697663","47.61704814","-122.31945884","POINT (-122.31945884 47.61704814)","98122","3","EAST","CAPITOL HILL"
"25-00054088","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/26/2025 07:50:21 AM","Citizen Web Intake App","Closed","300 19TH AVE E, SEATTLE, WA 98112","1277150.93724895","229983.309651272","47.62095772","-122.30642259","POINT (-122.30642259 47.62095772)","98112","3","EAST","MILLER PARK"
"25-00054105","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/26/2025 07:58:20 AM","Find It Fix It Apps","Closed","9522 DENSMORE AVE N, SEATTLE, WA 98103","1270077.99095848","258413.481911645","47.69850901","-122.33734994","POINT (-122.33734994 47.69850901)","98103","5","NORTH","LICTON SPRINGS"
"25-00054115","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/26/2025 08:04:18 AM","Find It Fix It Apps","Closed","3748 S ALASKA ST, SEATTLE, WA 98118","1281775.66380784","207957.773152825","47.56082682","-122.28598746","POINT (-122.28598746 47.56082682)","98118","2","SOUTH","COLUMBIA CITY"
"25-00054387","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/26/2025 10:05:17 AM","Find It Fix It Apps","Closed","7351 E GREEN LAKE DR N, SEATTLE, WA 98115","1272086.38435441","251719.774480123","47.6802691","-122.32866738","POINT (-122.32866738 47.6802691)","98115","6","NORTH","GREEN LAKE"
"25-00056945","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 08:53:42 AM","Find It Fix It Apps","Closed","1010 E PINE ST, SEATTLE, WA 98122","1274019.62423177","228188.593656104","47.61587342","-122.31897685","POINT (-122.31897685 47.61587342)","98122","3","EAST","CAPITOL HILL"
"25-00056974","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 09:13:49 AM","Find It Fix It Apps","Closed","1781 11TH AVE, SEATTLE, WA 98122","1274193.33663339","228731.296015677","47.61737015","-122.31831512","POINT (-122.31831512 47.61737015)","98122","3","EAST","CAPITOL HILL"
"25-00056963","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 09:07:46 AM","Find It Fix It Apps","Closed","8053 FAUNTLEROY WAY SW, SEATTLE, WA 98136","1254974.32986341","197274.402234186","47.53010581","-122.39363871","POINT (-122.39363871 47.53010581)","98136","1","SOUTHWEST","FAUNTLEROY/SEAVIEW"
"25-00057299","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 11:47:06 AM","Find It Fix It Apps","Closed","825 NW CARKEEK PARK RD, SEATTLE, WA 98177","1262999.59687888","263140.737480128","47.71108327","-122.36647155","POINT (-122.36647155 47.71108327)","98177","5","NORTH","NORTH BEACH/BLUE RIDGE"
"25-00058561","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/01/2025 05:35:43 PM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00058563","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/01/2025 05:37:39 PM","Find It Fix It Apps","Closed","1703 N 42ND ST, SEATTLE, WA 98103","1269829.39116192","243588.663486922","47.65786145","-122.33718292","POINT (-122.33718292 47.65786145)","98103","4","NORTH","WALLINGFORD"
"25-00058731","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/02/2025 08:22:25 AM","Find It Fix It Apps","Closed","4219 36TH AVE W, SEATTLE, WA 98199","1252987.20329159","243961.193865798","47.65795981","-122.40554109","POINT (-122.40554109 47.65795981)","98199","6","WEST","MAGNOLIA"
"25-00058909","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/02/2025 11:39:57 AM","Citizen Web Intake App","Closed","3277 LAKE WASHINGTON BLVD S, SEATTLE, WA 98144","1283107.43378669","212583.696329248","47.5735753","-122.28094689","POINT (-122.28094689 47.5735753)","98144","2","SOUTH","MT. BAKER/NORTH RAINIER"
"25-00058902","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/02/2025 11:31:52 AM","Find It Fix It Apps","Closed","6789 NE 65TH ST, SEATTLE, WA 98115","1290305.43881665","249732.766735459","47.67576915","-122.25457061","POINT (-122.25457061 47.67576915)","98115","4","NORTH","LAURELHURST/SAND POINT"
"25-00052600","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/25/2025 07:54:19 AM","Find It Fix It Apps","Closed","5229 38TH AVE SW, SEATTLE, WA 98126","1258341.54003183","206220.780493602","47.55481361","-122.38073974","POINT (-122.38073974 47.55481361)","98126","1","SOUTHWEST","WEST SEATTLE JUNCTION/GENESEE HILL"
"25-00060170","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/03/2025 02:43:23 PM","Find It Fix It Apps","Closed","6537 SW ADMIRAL WAY, SEATTLE, WA 98116","1249832.87950027","214084.560275328","47.57589332","-122.41584509","POINT (-122.41584509 47.57589332)","98116","1","SOUTHWEST","ALKI/ADMIRAL"
"25-00056386","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/27/2025 03:14:35 PM","Find It Fix It Apps","Closed","1207 NE 88TH ST, SEATTLE, WA 98115","1275669.72339128","255857.312393424","47.69179993","-122.31444672","POINT (-122.31444672 47.69179993)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00054484","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/26/2025 10:49:38 AM","Find It Fix It Apps","Closed","1834 3RD AVE W, SEATTLE, WA 98119","1264357.3763738","235364.951455617","47.63502539","-122.35872128","POINT (-122.35872128 47.63502539)","98119","7","WEST","QUEEN ANNE"
"25-00057393","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 12:55:35 PM","Citizen Web Intake App","Closed","5900 SEWARD PARK AVE S, SEATTLE, WA 98118","1288434.95670146","203763.649902952","47.54967204","-122.258706","POINT (-122.258706 47.54967204)","98118","2","SOUTH","SEWARD PARK"
"25-00057382","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 12:49:29 PM","Citizen Web Intake App","Closed","5930 LAKE WASHINGTON BLVD S, SEATTLE, WA 98118","1290852.34971041","206499.921048432","47.55729455","-122.24912266","POINT (-122.24912266 47.55729455)","98118","2","SOUTH","SEWARD PARK"
"25-00057402","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 12:57:35 PM","Find It Fix It Apps","Closed","4617 38TH AVE S, SEATTLE, WA 98118","1282017.26178498","208234.822564506","47.56159872","-122.28503028","POINT (-122.28503028 47.56159872)","98118","2","SOUTH","COLUMBIA CITY"
"25-00056419","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/27/2025 03:38:56 PM","Find It Fix It Apps","Closed","1218 NE 82ND ST, SEATTLE, WA 98115","1275592.17615814","254973.215574556","47.68937255","-122.31469244","POINT (-122.31469244 47.68937255)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00057405","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 12:59:45 PM","Find It Fix It Apps","Closed","5900 W GREEN LAKE WAY N, SEATTLE, WA 98103","1268440.6278803","248792.79349806","47.67205122","-122.3432314","POINT (-122.3432314 47.67205122)","98103","6","NORTH","GREEN LAKE"
"25-00057413","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 01:03:42 PM","Find It Fix It Apps","Closed","6699 NE WINDERMERE RD, SEATTLE, WA 98115","1290359.77067583","249093.588731508","47.6740199","-122.2543022","POINT (-122.2543022 47.6740199)","98115","4","NORTH","LAURELHURST/SAND POINT"
"25-00061858","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/04/2025 10:20:56 PM","Find It Fix It Apps","Closed","4306 48TH AVE NE, SEATTLE, WA 98105","1284820.6677379","244138.643346435","47.66015579","-122.27640447","POINT (-122.27640447 47.66015579)","98105","4","NORTH","LAURELHURST/SAND POINT"
"25-00054558","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/26/2025 11:25:56 AM","Find It Fix It Apps","Closed","104 W RAYE ST, SEATTLE, WA 98119","1264379.60676301","238639.651775066","47.64400238","-122.35889442","POINT (-122.35889442 47.64400238)","98119","7","WEST","QUEEN ANNE"
"25-00056390","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/27/2025 03:16:46 PM","Find It Fix It Apps","Closed","1900 WARREN AVE N, SEATTLE, WA 98109","1265548.68935971","235755.832126375","47.6361614","-122.35392161","POINT (-122.35392161 47.6361614)","98109","7","WEST","QUEEN ANNE"
"25-00056479","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/27/2025 04:27:11 PM","Find It Fix It Apps","Canceled","6865 SPORTSFIELD DR NE, SEATTLE, WA 98115","1288803.95102101","250740.924908919","47.67845634","-122.26074024","POINT (-122.26074024 47.67845634)","98115","4","NORTH","LAURELHURST/SAND POINT"
"25-00054610","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/26/2025 11:44:02 AM","Find It Fix It Apps","Closed","2500 SW ALASKA ST, SEATTLE, WA 98106","1262655.28421401","208770.360077618","47.56203832","-122.36347896","POINT (-122.36347896 47.56203832)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"25-00057452","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 01:25:50 PM","Find It Fix It Apps","Closed","7701 E GREEN LAKE DR N, SEATTLE, WA 98103","1270498.41234675","253217.774736155","47.68429029","-122.33523121","POINT (-122.33523121 47.68429029)","98103","6","NORTH","GREEN LAKE"
"25-00058994","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/02/2025 01:22:49 PM","Find It Fix It Apps","Closed","6370 NE 65TH ST, SEATTLE, WA 98115","1289345.23510119","249964.816944092","47.67635652","-122.258485","POINT (-122.258485 47.67635652)","98115","4","NORTH","LAURELHURST/SAND POINT"
"25-00059031","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/02/2025 02:07:11 PM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00059035","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/02/2025 02:13:06 PM","Find It Fix It Apps","Closed","121 31ST AVE E, SEATTLE, WA 98112","1280528.05663578","229417.157400181","47.61958229","-122.29268771","POINT (-122.29268771 47.61958229)","98112","3","EAST","CENTRAL AREA/SQUIRE PARK"
"25-00059059","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/02/2025 02:53:26 PM","Find It Fix It Apps","Closed","1850 2ND AVE W, SEATTLE, WA 98119","1264067.35041104","235447.069909318","47.63523471","-122.359904","POINT (-122.359904 47.63523471)","98119","7","WEST","QUEEN ANNE"
"25-00056570","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/27/2025 05:05:26 PM","Citizen Web Intake App","Closed","735 KANSAS AVE, SEATTLE, WA 98199","1250176.38659872","243858.438854324","47.65752018","-122.41693573","POINT (-122.41693573 47.65752018)","98199","6","WEST","MAGNOLIA"
"25-00059114","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/02/2025 04:04:04 PM","Find It Fix It Apps","Closed","1834 3RD AVE W, SEATTLE, WA 98119","1264357.3763738","235364.951455617","47.63502539","-122.35872128","POINT (-122.35872128 47.63502539)","98119","7","WEST","QUEEN ANNE"
"25-00061978","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/05/2025 07:57:25 AM","Find It Fix It Apps","Closed","2806 3RD AVE W, SEATTLE, WA 98119","1264185.43623621","239174.211553295","47.64545703","-122.35972496","POINT (-122.35972496 47.64545703)","98119","7","WEST","QUEEN ANNE"
"25-00061988","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/05/2025 08:03:24 AM","Find It Fix It Apps","Closed","4001 LINDEN AVE N, SEATTLE, WA 98103","1266844.00506418","242961.46467512","47.65598176","-122.34924442","POINT (-122.34924442 47.65598176)","98103","6","NORTH","FREMONT"
"25-00060407","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/03/2025 04:53:22 PM","Find It Fix It Apps","Closed","7705 FAUNTLEROY WAY SW, SEATTLE, WA 98136","1254802.25446195","198666.08052822","47.53391073","-122.39444936","POINT (-122.39444936 47.53391073)","98136","1","SOUTHWEST","FAUNTLEROY/SEAVIEW"
"25-00060441","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/03/2025 05:27:38 PM","Find It Fix It Apps","Closed","1424 24TH AVE S, SEATTLE, WA 98144","1278254.3863628","218788.966314393","47.59033194","-122.30108337","POINT (-122.30108337 47.59033194)","98144","3","EAST","MT. BAKER/NORTH RAINIER"
"25-00060427","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/03/2025 05:17:35 PM","Citizen Web Intake App","Closed","213 W HIGHLAND DR, SEATTLE, WA 98119","1264012.7726649","233136.287685083","47.628898","-122.35993941","POINT (-122.35993941 47.628898)","98119","7","WEST","QUEEN ANNE"
"25-00060458","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/03/2025 05:35:50 PM","Find It Fix It Apps","Closed","104 W RAYE ST, SEATTLE, WA 98119","1264379.60676301","238639.651775066","47.64400238","-122.35889442","POINT (-122.35889442 47.64400238)","98119","7","WEST","QUEEN ANNE"
"25-00057564","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 02:24:19 PM","Citizen Web Intake App","Closed","4554 NE 41ST ST, SEATTLE, WA 98105","1284438.3238892","243778.262398841","47.65914832","-122.27792827","POINT (-122.27792827 47.65914832)","98105","4","NORTH","LAURELHURST/SAND POINT"
"25-00065644","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/08/2025 08:25:25 AM","Citizen Web Intake App","Closed","235 21ST AVE E, SEATTLE, WA 98112","1277481.67717099","229963.602161225","47.62092105","-122.3050802","POINT (-122.3050802 47.62092105)","98112","3","EAST","MILLER PARK"
"25-00057633","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 03:00:32 PM","Find It Fix It Apps","Closed","4225 WALLINGFORD AVE N, SEATTLE, WA 98103","1269916.75034507","243908.790514458","47.65874359","-122.33685388","POINT (-122.33685388 47.65874359)","98103","4","NORTH","WALLINGFORD"
"25-00057620","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 02:46:21 PM","Find It Fix It Apps","Closed","3147 ALASKAN WAY, SEATTLE, WA 98121","1263882.57246327","229141.935848457","47.61794261","-122.36014596","POINT (-122.36014596 47.61794261)","98121","7","WEST","BELLTOWN"
"25-00057714","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 03:49:51 PM","Find It Fix It Apps","Closed","3921 46TH AVE S, SEATTLE, WA 98118","1284270.95992595","210569.450111218","47.56811413","-122.27608108","POINT (-122.27608108 47.56811413)","98118","2","SOUTH","COLUMBIA CITY"
"25-00057743","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 04:08:01 PM","Find It Fix It Apps","Closed","8830 8TH AVE SW, SEATTLE, WA 98106","1266900.220121","194641.050239328","47.52354048","-122.34516486","POINT (-122.34516486 47.52354048)","98106","1","SOUTHWEST","HIGHLAND PARK"
"25-00057840","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 05:31:39 PM","Find It Fix It Apps","Closed","1400 MARTIN LUTHER KING JR WAY S, SEATTLE, WA 98144","1279331.52915165","218859.870028166","47.59058252","-122.29672451","POINT (-122.29672451 47.59058252)","98144","3","EAST","MT. BAKER/NORTH RAINIER"
"25-00057860","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 05:53:55 PM","Find It Fix It Apps","Closed","1671 N 43RD ST, SEATTLE, WA 98103","1269698.41667612","244035.112542151","47.65907814","-122.3377497","POINT (-122.3377497 47.65907814)","98103","4","NORTH","WALLINGFORD"
"25-00057857","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","02/28/2025 05:53:47 PM","Find It Fix It Apps","Closed","1800 2ND AVE W, SEATTLE, WA 98119","1263986.37949206","235493.298631293","47.63535701","-122.36023607","POINT (-122.36023607 47.63535701)","98119","7","WEST","QUEEN ANNE"
